Fuente;Código de Departamento;Mes;Hora del hecho;Diurno/Nocturno;Sexo;Edad;Edad agrupada;Clase de Víctima;Vehículo Víctima (excluir peatón);Tipo de usuario;Modo de Producción del Hecho;Fecha del hecho;Tipo de Lugar
Ministerio de Seguridad;770;Junio;14:00;Diurno;Varón;40;35 - 44;Otra;Camión;Camión;Colisión vehículo / vehículo;2018-06-11 00:00:00.000;Sin determinar
Ministerio de Seguridad;483;Junio;18:40;Diurno;Varón;26;25 - 34;Acompañante;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-06-12 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;756;Junio;00:00;Nocturno;Varón;50;45 - 54;Conductor;Colectivo;Colectivo;Colisión vehículo / objeto;2018-06-12 00:00:00.000;Calle
Ministerio de Seguridad;658;Junio;16:40;Diurno;Varón;45;45 - 54;Conductor;Motocicleta;Motocicleta;Vuelco / despiste;2018-06-12 00:00:00.000;Calle
Ministerio de Seguridad;490;Junio;12:00;Diurno;Varón;65;65 - 74;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-06-12 00:00:00.000;Calle
Ministerio de Seguridad;623;Junio;19:06;Nocturno;Mujer;83;75 y más;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-06-13 00:00:00.000;Calle
Ministerio de Seguridad;252;Junio;23:15;Nocturno;Varón;-1;Sin determinar;Sin determinar;Motocicleta;Motocicleta;Vuelco / despiste;2018-06-13 00:00:00.000;Calle
Ministerio de Seguridad;280;Junio;20:30;Nocturno;Varón;47;45 - 54;Conductor;Bicicleta;Bicicleta;Colisión vehículo / vehículo;2018-06-13 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;861;Junio;17:34;Diurno;Varón;28;25 - 34;Conductor;Motocicleta;Motocicleta;Vuelco / despiste;2018-06-13 00:00:00.000;Autopista / Autovía
Ministerio de Seguridad;091;Junio;07:30;Diurno;Varón;17;15 - 24;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-06-13 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;357;Junio;17:30;Diurno;Varón;5;5 - 14;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-06-14 00:00:00.000;Calle
Ministerio de Seguridad;270;Junio;07:30;Diurno;Varón;39;35 - 44;Conductor;Bicicleta;Bicicleta;Colisión vehículo / vehículo;2018-06-14 00:00:00.000;Calle
Ministerio de Seguridad;175;Junio;05:50;Nocturno;Mujer;65;65 - 74;Acompañante;Camioneta;Camioneta;Vuelco / despiste;2018-06-15 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;882;Junio;04:20;Nocturno;Varón;35;35 - 44;Conductor;Automóvil;Automóvil;Vuelco / despiste;2018-06-15 00:00:00.000;Calle
Ministerio de Seguridad;490;Junio;15:00;Diurno;Varón;19;15 - 24;Acompañante;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-06-15 00:00:00.000;Calle
Ministerio de Seguridad;490;Junio;15:00;Diurno;Varón;20;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-06-15 00:00:00.000;Calle
Ministerio de Seguridad;357;Junio;06:30;Nocturno;Mujer;-1;Sin determinar;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-06-15 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;084;Junio;05:45;Nocturno;Varón;68;65 - 74;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-06-16 00:00:00.000;Calle
Ministerio de Seguridad;568;Junio;21:30;Nocturno;Varón;35;35 - 44;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-06-16 00:00:00.000;Calle
Ministerio de Seguridad;441;Junio;18:38;Diurno;Varón;34;25 - 34;Conductor;Motocicleta;Motocicleta;Colisión vehículo / objeto;2018-06-16 00:00:00.000;Calle
Ministerio de Seguridad;266;Junio;16:20;Diurno;Varón;8;5 - 14;Pasajero;Colectivo;Colectivo;Vuelco / despiste;2018-06-17 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;840;Junio;22:30;Nocturno;Mujer;44;35 - 44;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-06-17 00:00:00.000;Calle
Ministerio de Seguridad;434;Junio;10:00;Diurno;Varón;27;25 - 34;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-06-17 00:00:00.000;Calle
Ministerio de Seguridad;238;Junio;08:00;Diurno;Varón;30;25 - 34;Conductor;Automóvil;Automóvil;Colisión vehículo / objeto;2018-06-17 00:00:00.000;Calle
Ministerio de Seguridad;638;Junio;19:40;Nocturno;Varón;39;35 - 44;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-06-18 00:00:00.000;Calle
Ministerio de Seguridad;091;Junio;05:30;Nocturno;Varón;21;15 - 24;Conductor;Motocicleta;Motocicleta;Sin determinar;2018-06-18 00:00:00.000;Calle
Ministerio de Seguridad;686;Junio;17:00;Diurno;Varón;55;55 - 64;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-06-19 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;539;Junio;12:16;Diurno;Mujer;87;75 y más;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-06-19 00:00:00.000;Calle
Ministerio de Seguridad;882;Junio;19:10;Nocturno;Varón;31;25 - 34;Conductor;Camión;Camión;Colisión vehículo / vehículo;2018-06-20 00:00:00.000;Calle
Ministerio de Seguridad;672;Junio;21:30;Nocturno;Varón;43;35 - 44;Conductor;Camioneta;Camioneta;Colisión vehículo / vehículo;2018-06-20 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;357;Junio;17:30;Diurno;Varón;32;25 - 34;Conductor;Motocicleta;Motocicleta;Sin determinar;2018-06-20 00:00:00.000;Calle
Ministerio de Seguridad;735;Junio;09:00;Diurno;Varón;21;15 - 24;Conductor;Automóvil;Automóvil;Vuelco / despiste;2018-06-20 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;410;Junio;04:40;Nocturno;Varón;31;25 - 34;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-06-20 00:00:00.000;Calle
Ministerio de Seguridad;581;Junio;09:30;Diurno;Mujer;65;65 - 74;Acompañante;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-06-20 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;581;Junio;09:30;Diurno;Mujer;73;65 - 74;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-06-20 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;056;Junio;20:45;Nocturno;Mujer;15;15 - 24;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-06-20 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;070;Junio;07:20;Diurno;Varón;35;35 - 44;Conductor;Camión;Camión;Colisión vehículo / vehículo;2018-06-21 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;638;Junio;14:00;Diurno;Varón;25;25 - 34;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-06-21 00:00:00.000;Calle
Ministerio de Seguridad;260;Junio;15:30;Diurno;Varón;23;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-06-21 00:00:00.000;Calle
Ministerio de Seguridad;441;Junio;15:43;Diurno;Varón;29;25 - 34;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-06-21 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;791;Junio;11:15;Diurno;Varón;72;65 - 74;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-06-21 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;427;Junio;18:30;Diurno;Varón;43;35 - 44;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-06-22 00:00:00.000;Calle
Ministerio de Seguridad;539;Junio;12:05;Diurno;Mujer;44;35 - 44;Conductor;Sin determinar;Sin determinar;Colisión vehículo / vehículo;2018-06-22 00:00:00.000;Calle
Ministerio de Seguridad;035;Junio;02:30;Nocturno;Varón;30;25 - 34;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-06-22 00:00:00.000;Calle
Ministerio de Seguridad;245;Junio;14:30;Diurno;Varón;28;25 - 34;Conductor;Motocicleta;Motocicleta;Vuelco / despiste;2018-06-22 00:00:00.000;Autopista / Autovía
Ministerio de Seguridad;749;Junio;06:10;Nocturno;Varón;20;15 - 24;Conductor;Motocicleta;Motocicleta;Vuelco / despiste;2018-06-23 00:00:00.000;Calle
Ministerio de Seguridad;638;Junio;03:00;Nocturno;Mujer;58;55 - 64;Conductor;Sin determinar;Sin determinar;Colisión vehículo / vehículo;2018-06-23 00:00:00.000;Autopista / Autovía
Ministerio de Seguridad;623;Junio;09:05;Diurno;Varón;32;25 - 34;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-06-24 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;728;Junio;20:50;Nocturno;Varón;65;65 - 74;Conductor;Camioneta;Camioneta;Colisión vehículo / vehículo;2018-06-24 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;134;Junio;19:10;Nocturno;Varón;22;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-06-24 00:00:00.000;Calle
Ministerio de Seguridad;140;Junio;22:10;Nocturno;Mujer;55;55 - 64;Acompañante;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-06-24 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;140;Junio;22:10;Nocturno;Varón;1;0 - 4;Acompañante;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-06-24 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;497;Junio;11:20;Diurno;Varón;33;25 - 34;Conductor;Automóvil;Automóvil;Vuelco / despiste;2018-06-24 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;112;Junio;06:30;Nocturno;Varón;17;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-06-24 00:00:00.000;Calle
Ministerio de Seguridad;056;Junio;19:45;Nocturno;Varón;28;25 - 34;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-06-24 00:00:00.000;Calle
Ministerio de Seguridad;274;Junio;07:50;Diurno;Varón;60;55 - 64;Conductor;Automóvil;Automóvil;Vuelco / despiste;2018-06-24 00:00:00.000;Calle
Ministerio de Seguridad;427;Junio;06:30;Nocturno;Varón;54;45 - 54;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-06-26 00:00:00.000;Calle
Ministerio de Seguridad;638;Junio;11:11;Diurno;Varón;22;15 - 24;Conductor;Sin determinar;Sin determinar;Colisión vehículo / vehículo;2018-06-27 00:00:00.000;Autopista / Autovía
Ministerio de Seguridad;441;Junio;16:00;Diurno;Varón;23;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-06-27 00:00:00.000;Calle
Ministerio de Seguridad;441;Junio;13:40;Diurno;Varón;33;25 - 34;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-06-27 00:00:00.000;Calle
Ministerio de Seguridad;168;Junio;06:05;Nocturno;Varón;25;25 - 34;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-06-27 00:00:00.000;Autopista / Autovía
Ministerio de Seguridad;371;Junio;16:55;Diurno;Varón;-1;Sin determinar;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-06-28 00:00:00.000;Calle
Ministerio de Seguridad;760;Junio;09:10;Diurno;Varón;82;75 y más;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-06-28 00:00:00.000;Autopista / Autovía
Ministerio de Seguridad;497;Junio;12:38;Diurno;Varón;20;15 - 24;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-06-29 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;119;Junio;12:15;Diurno;Mujer;-1;Sin determinar;Acompañante;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-06-29 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;547;Junio;03:00;Nocturno;Varón;58;55 - 64;Conductor;Bicicleta;Bicicleta;Colisión vehículo / vehículo;2018-06-29 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;049;Junio;15:00;Diurno;Varón;47;45 - 54;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-06-29 00:00:00.000;Calle
Ministerio de Seguridad;756;Junio;20:10;Nocturno;Varón;31;25 - 34;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-06-29 00:00:00.000;Calle
Ministerio de Seguridad;714;Junio;10:55;Diurno;Mujer;38;35 - 44;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-06-30 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;252;Junio;12:30;Diurno;Varón;78;75 y más;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-06-30 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;595;Junio;00:40;Nocturno;Varón;65;65 - 74;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-06-30 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;547;Octubre;19:45;Nocturno;Varón;35;35 - 44;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-10-01 00:00:00.000;Calle
Ministerio de Seguridad;371;Octubre;20:20;Nocturno;Varón;51;45 - 54;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-10-01 00:00:00.000;Calle
Ministerio de Seguridad;028;Octubre;19:00;Diurno;Varón;63;55 - 64;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-10-01 00:00:00.000;Calle
Ministerio de Seguridad;175;Octubre;17:00;Diurno;Varón;22;15 - 24;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-10-02 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;252;Octubre;23:20;Nocturno;Varón;19;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-10-02 00:00:00.000;Autopista / Autovía
Ministerio de Seguridad;638;Octubre;20:30;Nocturno;Varón;57;55 - 64;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-10-02 00:00:00.000;Calle
Ministerio de Seguridad;260;Octubre;17:10;Diurno;Varón;28;25 - 34;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-10-02 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;070;Octubre;08:30;Diurno;Varón;44;35 - 44;Conductor;Camión;Camión;Colisión vehículo / vehículo;2018-10-03 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;252;Octubre;19:10;Nocturno;Varón;21;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / objeto;2018-10-03 00:00:00.000;Calle
Ministerio de Seguridad;560;Octubre;20:00;Nocturno;Varón;22;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-10-03 00:00:00.000;Calle
Ministerio de Seguridad;539;Octubre;00:45;Nocturno;Varón;18;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / objeto;2018-10-03 00:00:00.000;Calle
Ministerio de Seguridad;410;Octubre;13:50;Diurno;Varón;-1;Sin determinar;Sin determinar;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-10-04 00:00:00.000;Calle
Ministerio de Seguridad;547;Octubre;17:00;Diurno;Varón;33;25 - 34;Conductor;Camioneta;Camioneta;Vuelco / despiste;2018-10-05 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;427;Octubre;15:00;Diurno;Varón;3;0 - 4;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-10-05 00:00:00.000;Calle
Ministerio de Seguridad;028;Octubre;11:11;Diurno;Varón;-1;Sin determinar;Acompañante;Automóvil;Automóvil;Colisión vehículo / objeto;2018-10-05 00:00:00.000;Calle
Ministerio de Seguridad;028;Octubre;11:11;Diurno;Varón;24;15 - 24;Conductor;Automóvil;Automóvil;Colisión vehículo / objeto;2018-10-05 00:00:00.000;Calle
Ministerio de Seguridad;609;Octubre;21:50;Nocturno;Varón;24;15 - 24;Conductor;Camioneta;Camioneta;Colisión vehículo / vehículo;2018-10-05 00:00:00.000;Calle
Ministerio de Seguridad;581;Octubre;13:10;Diurno;Varón;63;55 - 64;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-10-06 00:00:00.000;Calle
Ministerio de Seguridad;638;Octubre;20:35;Nocturno;Varón;35;35 - 44;Sin determinar;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-10-06 00:00:00.000;Calle
Ministerio de Seguridad;638;Octubre;20:35;Nocturno;Varón;45;45 - 54;Sin determinar;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-10-06 00:00:00.000;Calle
Ministerio de Seguridad;560;Octubre;04:30;Nocturno;Varón;17;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-10-06 00:00:00.000;Calle
Ministerio de Seguridad;357;Octubre;21:10;Nocturno;Varón;33;25 - 34;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-10-08 00:00:00.000;Calle
Ministerio de Seguridad;441;Octubre;03:30;Nocturno;Varón;20;15 - 24;Sin determinar;Motocicleta;Motocicleta;Sin determinar;2018-10-08 00:00:00.000;Calle
Ministerio de Seguridad;189;Octubre;21:50;Nocturno;Varón;58;55 - 64;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-10-09 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;014;Octubre;14:00;Diurno;Varón;20;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-10-09 00:00:00.000;Calle
Ministerio de Seguridad;763;Octubre;15:30;Diurno;Varón;35;35 - 44;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-10-10 00:00:00.000;Calle
Ministerio de Seguridad;763;Octubre;15:00;Diurno;Varón;70;65 - 74;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-10-10 00:00:00.000;Calle
Ministerio de Seguridad;882;Octubre;10:20;Diurno;Varón;62;55 - 64;Acompañante;Camión;Camión;Otro modo;2018-10-11 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;357;Octubre;19:27;Nocturno;Varón;69;65 - 74;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-10-11 00:00:00.000;Calle
Ministerio de Seguridad;805;Octubre;02:00;Nocturno;Varón;20;15 - 24;Conductor;Automóvil;Automóvil;Vuelco / despiste;2018-10-11 00:00:00.000;Autopista / Autovía
Ministerio de Seguridad;805;Octubre;00:00;Nocturno;Varón;29;25 - 34;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-10-11 00:00:00.000;Calle
Ministerio de Seguridad;270;Octubre;13:40;Diurno;Varón;17;15 - 24;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-10-11 00:00:00.000;Calle
Ministerio de Seguridad;791;Octubre;15:30;Diurno;Varón;23;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-10-11 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;581;Octubre;04:35;Nocturno;Varón;16;15 - 24;Acompañante;Motocicleta;Motocicleta;Colisión vehículo / objeto;2018-10-13 00:00:00.000;Calle
Ministerio de Seguridad;014;Octubre;11:11;Diurno;Varón;26;25 - 34;Conductor;Motocicleta;Motocicleta;Colisión vehículo / objeto;2018-10-13 00:00:00.000;Calle
Ministerio de Seguridad;035;Octubre;07:10;Diurno;Varón;26;25 - 34;Conductor;Motocicleta;Motocicleta;Vuelco / despiste;2018-10-13 00:00:00.000;Calle
Ministerio de Seguridad;532;Octubre;11:20;Diurno;Varón;17;15 - 24;Sin determinar;Motocicleta;Motocicleta;Colisión vehículo / objeto;2018-10-14 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;270;Octubre;11:11;Diurno;Varón;20;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-10-14 00:00:00.000;Calle
Ministerio de Seguridad;035;Octubre;06:15;Nocturno;Varón;41;35 - 44;Conductor;Motocicleta;Motocicleta;Vuelco / despiste;2018-10-14 00:00:00.000;Calle
Ministerio de Seguridad;648;Octubre;01:00;Nocturno;Varón;41;35 - 44;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-10-15 00:00:00.000;Calle
Ministerio de Seguridad;028;Octubre;06:10;Nocturno;Varón;46;45 - 54;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-10-15 00:00:00.000;Calle
Ministerio de Seguridad;274;Octubre;09:30;Diurno;Mujer;71;65 - 74;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-10-15 00:00:00.000;Calle
Ministerio de Seguridad;882;Octubre;09:15;Diurno;Varón;50;45 - 54;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-10-16 00:00:00.000;Calle
Ministerio de Seguridad;134;Octubre;00:20;Nocturno;Mujer;11;5 - 14;Acompañante;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-10-16 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;134;Octubre;00:20;Nocturno;Varón;64;55 - 64;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-10-16 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;105;Octubre;23:20;Nocturno;Varón;18;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-10-16 00:00:00.000;Calle
Ministerio de Seguridad;412;Octubre;13:00;Diurno;Mujer;42;35 - 44;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-10-16 00:00:00.000;Calle
Ministerio de Seguridad;427;Octubre;22:15;Nocturno;Varón;21;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-10-17 00:00:00.000;Calle
Ministerio de Seguridad;539;Octubre;09:40;Diurno;Varón;89;75 y más;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-10-17 00:00:00.000;Calle
Ministerio de Seguridad;091;Octubre;14:30;Diurno;Varón;58;55 - 64;Conductor;Bicicleta;Bicicleta;Colisión vehículo / vehículo;2018-10-17 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;385;Octubre;18:30;Diurno;Varón;25;25 - 34;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-10-18 00:00:00.000;Calle
Ministerio de Seguridad;763;Octubre;01:45;Nocturno;Varón;40;35 - 44;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-10-19 00:00:00.000;Calle
Ministerio de Seguridad;270;Octubre;21:20;Nocturno;Varón;20;15 - 24;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-10-19 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;728;Octubre;13:40;Diurno;Varón;18;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-10-19 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;658;Octubre;17:50;Diurno;Varón;52;45 - 54;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-10-20 00:00:00.000;Calle
Ministerio de Seguridad;658;Octubre;17:50;Diurno;Mujer;-1;Sin determinar;Acompañante;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-10-20 00:00:00.000;Calle
