BASE ORIGEN;PARTIDO;FECHA DEL HECHO;MES;HORA;DÍA DE LA SEMANA;DIA DE LA SEMANA AGRUPADO;Diurno/Nocturno;TIPO DE LUGAR;MODO DE PRODUCCIÓN DEL HECHO;SEXO DE LA VÍCTIMA;EDAD;EDAD AGRUPADA;TIPO DE VÍCTIMA;VEHÍCULO DE LA VÍCTIMA
Ministerio de Seguridad;539;26/3/2020;Marzo;17:55;Jueves;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Femenino;21;15 - 24  ;Conductor;Motocicleta
Ministerio de Seguridad;539;5/4/2020;Abril;07:50;Domingo;Fin de semana;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;22;15 - 24  ;Conductor;Motocicleta
Ministerio de Seguridad;539;16/4/2020;Abril;18:30;Jueves;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / persona;Masculino;77;75 y más;Peatón;No corresponde (peatón)
Ministerio de Seguridad;539;8/7/2020;Julio;21:52;Miércoles;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;44;35 - 44  ;Conductor;Motocicleta
Ministerio de Seguridad;539;28/10/2020;Octubre;05:30;Miércoles;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / objeto;Masculino;23;15 - 24  ;Acompañante;Automóvil
Ministerio de Seguridad;539;27/12/2020;Diciembre;02:14;Domingo;Fin de semana;Nocturno;Calle;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;260;21/1/2020;Enero;14:00;Martes;Lunes a Viernes;Nocturno;Calle;Sin determinar;Masculino;23;15 - 24  ;Pasajero;Colectivo
Ministerio de Seguridad;028;25/1/2020;Enero;17:00;Sábado;Fin de semana;Nocturno;Calle;Sin determinar;Masculino;26;25 - 34  ;Conductor;Sin especificar vehículo
Ministerio de Seguridad;028;19/7/2020;Julio;23:05;Domingo;Fin de semana;Nocturno;Calle;Sin determinar;Femenino;Sin determinar;Sin determinar;Conductor;Sin especificar vehículo
Ministerio de Seguridad;028;28/1/2020;Enero;19:00;Martes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / persona;Masculino;19;15 - 24  ;Peatón;No corresponde (peatón)
Ministerio de Seguridad;427;2/8/2020;Agosto;12:50;Domingo;Fin de semana;Diurno;Calle;Colisión Vehículo / persona;Masculino;Sin determinar;Sin determinar;Peatón;No corresponde (peatón)
Ministerio de Seguridad;427;3/8/2020;Agosto;21:15;Lunes;Lunes a Viernes;Nocturno;Calle;Sin determinar;Masculino;20;15 - 24  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;260;8/3/2020;Marzo;23:38;Domingo;Fin de semana;Nocturno;Calle;Vuelco / despiste;Masculino;30;25 - 34  ;Conductor;Motocicleta
Ministerio de Seguridad;028;8/3/2020;Marzo;23:55;Domingo;Fin de semana;Nocturno;Ruta Nacional;Colisión Vehículo / vehículo;Femenino;Sin determinar;Sin determinar;Conductor;Automóvil
Ministerio de Seguridad;441;4/7/2020;Julio;20:50;Sábado;Fin de semana;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;25;25 - 34  ;Conductor;Automóvil
Ministerio de Seguridad;441;4/7/2020;Julio;20:50;Sábado;Fin de semana;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;Sin determinar;Sin determinar;Conductor;Automóvil
Ministerio de Seguridad;028;19/3/2020;Marzo;11:30;Jueves;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / objeto;Masculino;35;35 - 44  ;Conductor;Motocicleta
Ministerio de Seguridad;028;23/8/2020;Agosto;21:00;Domingo;Fin de semana;Nocturno;Calle;Sin determinar;Masculino;35;35 - 44  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;679;2/9/2020;Septiembre;22:10;Miércoles;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;20;15 - 24  ;Conductor;Motocicleta
Ministerio de Seguridad;525;6/9/2020;Septiembre;11:45;Domingo;Fin de semana;Diurno;Calle;Vuelco / despiste;Masculino;23;15 - 24  ;Conductor;Motocicleta
Ministerio de Seguridad;238;9/9/2020;Septiembre;21:00;Miércoles;Lunes a Viernes;Nocturno;Calle;Sin determinar;Masculino;24;15 - 24  ;Conductor;Sin especificar vehículo
Ministerio de Seguridad;91;14/9/2020;Septiembre;02:20;Lunes;Lunes a Viernes;Nocturno;Calle;Vuelco / despiste;Masculino;24;15 - 24  ;Conductor;Automóvil
Ministerio de Seguridad;Sin determinar;17/9/2020;Septiembre;21:20;Jueves;Lunes a Viernes;Nocturno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;29;25 - 34  ;Acompañante;Automóvil
Ministerio de Seguridad;490;6/10/2020;Octubre;18:00;Martes;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / persona;Masculino;2;0 - 4  ;Peatón;No corresponde (peatón)
Ministerio de Seguridad;260;15/10/2020;Octubre;12:30;Jueves;Lunes a Viernes;Diurno;Calle;Sin determinar;Masculino;62;55 - 64  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;028;19/10/2020;Octubre;04:20;Lunes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;35;35 - 44  ;Conductor;Motocicleta
Ministerio de Seguridad;270;24/10/2020;Octubre;11:40;Sábado;Fin de semana;Diurno;Calle;Colisión Vehículo / persona;Femenino;1;0 - 4  ;Peatón;No corresponde (peatón)
Ministerio de Seguridad;270;24/10/2020;Octubre;03:30;Sábado;Fin de semana;Nocturno;Calle;Colisión Vehículo / objeto;Masculino;42;35 - 44  ;Conductor;Automóvil
Ministerio de Seguridad;270;1/11/2020;Noviembre;11:30;Domingo;Fin de semana;Diurno;Calle;Vuelco / despiste;Masculino;18;15 - 24  ;Conductor;Motocicleta
Ministerio de Seguridad;490;1/11/2020;Noviembre;06:20;Domingo;Fin de semana;Nocturno;Calle;Sin determinar;Femenino;Sin determinar;Sin determinar;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;490;8/11/2020;Noviembre;17:00;Domingo;Fin de semana;Diurno;Calle;Sin determinar;Masculino;Sin determinar;Sin determinar;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;028;18/11/2020;Noviembre;21:30;Miércoles;Lunes a Viernes;Nocturno;Calle;Sin determinar;Masculino;Sin determinar;Sin determinar;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;270;2/12/2020;Diciembre;20:30;Miércoles;Lunes a Viernes;Nocturno;Ruta Provincial;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Conductor;Bicicleta
Ministerio de Seguridad;270;17/12/2020;Diciembre;07:50;Jueves;Lunes a Viernes;Diurno;Ruta Nacional;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Seguridad;434;2/1/2020;Enero;12:42;Jueves;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;24;15 - 24  ;Conductor;Motocicleta
Ministerio de Seguridad;434;9/1/2020;Enero;00:00;Jueves;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / objeto;Masculino;25;25 - 34  ;Acompañante;Automóvil
Ministerio de Seguridad;490;26/1/2020;Enero;17:40;Domingo;Fin de semana;Nocturno;Ruta Nacional;Colisión Vehículo / vehículo;Femenino;Sin determinar;Sin determinar;Acompañante;Automóvil
Ministerio de Seguridad;035;10/2/2020;Febrero;00:00;Lunes;Lunes a Viernes;Nocturno;Calle;Sin determinar;Masculino;61;55 - 64  ;Conductor;Sin especificar vehículo
Ministerio de Seguridad;490;22/2/2020;Febrero;15:30;Sábado;Fin de semana;Nocturno;Ruta Nacional;Vuelco / despiste;Masculino;Sin determinar;Sin determinar;Conductor;Motocicleta
Ministerio de Seguridad;434;28/2/2020;Febrero;19:00;Viernes;Lunes a Viernes;Nocturno;Calle;Sin determinar;Masculino;16;15 - 24  ;Ocupante de vehículo (sin especificar);Motocicleta
Ministerio de Seguridad;035;3/4/2020;Abril;08:30;Viernes;Lunes a Viernes;Nocturno;Autopista / Autovía;Colisión Vehículo / vehículo;Masculino;25;25 - 34  ;Conductor;Motocicleta
Ministerio de Seguridad;035;17/5/2020;Mayo;08:34;Domingo;Fin de semana;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;29;25 - 34  ;Conductor;Automóvil
Ministerio de Seguridad;035;28/5/2020;Mayo;19:00;Jueves;Lunes a Viernes;Nocturno;Ruta Nacional;Vuelco / despiste;Femenino;4;0 - 4  ;Acompañante;Automóvil
Ministerio de Seguridad;434;29/5/2020;Mayo;19:30;Viernes;Lunes a Viernes;Nocturno;Calle;Vuelco / despiste;Masculino;Sin determinar;Sin determinar;Conductor;Motocicleta
Ministerio de Seguridad;434;8/7/2020;Julio;17:10;Miércoles;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / vehículo;Masculino;59;55 - 64  ;Conductor;Motocicleta
Ministerio de Seguridad;Sin determinar;18/9/2020;Septiembre;23:30;Viernes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;40;35 - 44  ;Conductor;Motocicleta
Ministerio de Seguridad;434;9/10/2020;Octubre;19:30;Viernes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;Sin determinar;Sin determinar;Conductor;Automóvil
Ministerio de Seguridad;441;3/1/2020;Enero;19:30;Viernes;Lunes a Viernes;Nocturno;Ruta Nacional;Colisión Vehículo / vehículo;Femenino;70;65 - 74  ;Acompañante;Camioneta
Ministerio de Seguridad;441;12/1/2020;Enero;02:30;Domingo;Fin de semana;Nocturno;Ruta Nacional;Colisión Vehículo / vehículo;Femenino;21;15 - 24  ;Conductor;Automóvil
Ministerio de Seguridad;91;12/1/2020;Enero;02:10;Domingo;Fin de semana;Nocturno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;17;15 - 24  ;Peatón;No corresponde (peatón)
Ministerio de Seguridad;441;18/1/2020;Enero;09:00;Sábado;Fin de semana;Nocturno;Calle;Colisión Vehículo / persona;Masculino;Sin determinar;Sin determinar;Peatón;No corresponde (peatón)
Ministerio de Seguridad;441;12/2/2020;Febrero;03:00;Miércoles;Lunes a Viernes;Nocturno;Ruta Provincial;Vuelco / despiste;Masculino;Sin determinar;Sin determinar;Conductor;Motocicleta
Ministerio de Seguridad;441;15/2/2020;Febrero;05:30;Sábado;Fin de semana;Nocturno;Calle;Vuelco / despiste;Masculino;46;45 - 54  ;Conductor;Sin especificar vehículo
Ministerio de Seguridad;441;17/2/2020;Febrero;08:00;Lunes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / persona;Femenino;62;55 - 64  ;Peatón;No corresponde (peatón)
Ministerio de Seguridad;441;22/2/2020;Febrero;14:20;Sábado;Fin de semana;Nocturno;Ruta Nacional;Colisión Vehículo / vehículo;Masculino;Sin determinar;Sin determinar;Conductor;Camioneta
Ministerio de Seguridad;098;18/3/2020;Marzo;09:00;Miércoles;Lunes a Viernes;Nocturno;Calle;Sin determinar;Femenino;17;15 - 24  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;441;22/4/2020;Abril;00:00;Miércoles;Lunes a Viernes;Nocturno;Ruta Provincial;Vuelco / despiste;Masculino;58;55 - 64  ;Conductor;Automóvil
Ministerio de Seguridad;441;3/5/2020;Mayo;20:00;Domingo;Fin de semana;Nocturno;Calle;Colisión Vehículo / vehículo;Femenino;23;15 - 24  ;Conductor;Motocicleta
Ministerio de Seguridad;91;12/1/2020;Enero;02:10;Domingo;Fin de semana;Nocturno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;22;15 - 24  ;Conductor;Motocicleta
Ministerio de Seguridad;274;5/3/2020;Marzo;21:20;Jueves;Lunes a Viernes;Nocturno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;24;15 - 24  ;Conductor;Camión
Ministerio de Seguridad;098;8/7/2020;Julio;15:52;Miércoles;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / vehículo;Masculino;Sin determinar;Sin determinar;Ocupante de vehículo (sin especificar);Motocicleta
Ministerio de Seguridad;441;22/7/2020;Julio;02:15;Miércoles;Lunes a Viernes;Nocturno;Autopista / Autovía;Colisión Vehículo / persona;Masculino;Sin determinar;Sin determinar;Peatón;No corresponde (peatón)
Ministerio de Seguridad;441;26/7/2020;Julio;16:20;Domingo;Fin de semana;Diurno;Calle;Colisión Vehículo / objeto;Masculino;25;25 - 34  ;Conductor;Motocicleta
Ministerio de Seguridad;434;6/8/2020;Agosto;22:00;Jueves;Lunes a Viernes;Nocturno;Autopista / Autovía;Vuelco / despiste;Masculino;Sin determinar;Sin determinar;Conductor;Camioneta
Ministerio de Seguridad;441;10/8/2020;Agosto;10:40;Lunes;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / objeto;Masculino;23;15 - 24  ;Conductor;Motocicleta
Ministerio de Seguridad;441;7/8/2020;Agosto;10:00;Viernes;Lunes a Viernes;Diurno;Autopista / Autovía;Vuelco / despiste;Femenino;55;55 - 64  ;Acompañante;Automóvil
Ministerio de Seguridad;098;30/8/2020;Agosto;23:55;Domingo;Fin de semana;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;42;35 - 44  ;Conductor;Automóvil
Ministerio de Seguridad;Sin determinar;8/9/2020;Septiembre;18:20;Martes;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / vehículo;Masculino;30;25 - 34  ;Conductor;Motocicleta
Ministerio de Seguridad;Sin determinar;28/9/2020;Septiembre;12:36;Lunes;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / vehículo;Masculino;49;45 - 54  ;Conductor;Motocicleta
Ministerio de Seguridad;441;5/10/2020;Octubre;20:00;Lunes;Lunes a Viernes;Nocturno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;14;5 - 14;Acompañante;Motocicleta
Ministerio de Seguridad;441;7/10/2020;Octubre;14:40;Miércoles;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / objeto;Masculino;38;35 - 44  ;Conductor;Automóvil
Ministerio de Seguridad;441;7/10/2020;Octubre;23:40;Miércoles;Lunes a Viernes;Nocturno;Calle;Sin determinar;Masculino;28;25 - 34  ;Acompañante;Motocicleta
Ministerio de Seguridad;441;7/10/2020;Octubre;07:00;Miércoles;Lunes a Viernes;Diurno;Ruta Provincial;Sin determinar;Masculino;Sin determinar;Sin determinar;Acompañante;Automóvil
Ministerio de Seguridad;441;12/10/2020;Octubre;19:30;Lunes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;32;25 - 34  ;Pasajero;Colectivo
Ministerio de Seguridad;441;18/10/2020;Octubre;11:30;Domingo;Fin de semana;Diurno;Calle;Colisión Vehículo / vehículo;Masculino;41;35 - 44  ;Conductor;Motocicleta
Ministerio de Seguridad;441;31/10/2020;Octubre;05:40;Sábado;Fin de semana;Nocturno;Calle;Colisión Vehículo / objeto;Masculino;56;55 - 64  ;Conductor;Automóvil
Ministerio de Seguridad;441;14/11/2020;Noviembre;16:55;Sábado;Fin de semana;Diurno;Calle;Colisión Vehículo / vehículo;Masculino;Sin determinar;Sin determinar;Conductor;Motocicleta
Ministerio de Seguridad;441;25/11/2020;Noviembre;23:45;Miércoles;Lunes a Viernes;Nocturno;Calle;Sin determinar;Masculino;Sin determinar;Sin determinar;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;441;26/11/2020;Noviembre;03:25;Jueves;Lunes a Viernes;Nocturno;Calle;Sin determinar;Masculino;Sin determinar;Sin determinar;Ocupante de vehículo (sin especificar);Motocicleta
Ministerio de Seguridad;238;13/1/2020;Enero;03:40;Lunes;Lunes a Viernes;Nocturno;Autopista / Autovía;Colisión Vehículo / vehículo;Masculino;Sin determinar;Sin determinar;Conductor;Motocicleta
Ministerio de Seguridad;238;5/3/2020;Marzo;21:15;Jueves;Lunes a Viernes;Nocturno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;Sin determinar;Sin determinar;Conductor;Automóvil
Ministerio de Seguridad;238;12/10/2020;Octubre;17:00;Lunes;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / persona;Masculino;5;5 - 14;Peatón;No corresponde (peatón)
Ministerio de Seguridad;274;5/3/2020;Marzo;21:20;Jueves;Lunes a Viernes;Nocturno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;Sin determinar;Sin determinar;Acompañante;Automóvil
Ministerio de Seguridad;658;14/9/2020;Septiembre;07:30;Lunes;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / vehículo;Sin determinar;Sin determinar;Sin determinar;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;274;19/1/2020;Enero;11:00;Domingo;Fin de semana;Nocturno;Ruta Nacional;Colisión Vehículo / vehículo;Masculino;70;65 - 74  ;Conductor;Camioneta
Ministerio de Seguridad;658;1/2/2020;Febrero;00:58;Sábado;Fin de semana;Nocturno;Autopista / Autovía;Colisión Vehículo / vehículo;Masculino;31;25 - 34  ;Conductor;Automóvil
Ministerio de Seguridad;91;19/2/2020;Febrero;11:10;Miércoles;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / persona;Masculino;1;0 - 4  ;Peatón;No corresponde (peatón)
Ministerio de Seguridad;274;25/2/2020;Febrero;17:15;Martes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;20;15 - 24  ;Conductor;Motocicleta
Ministerio de Seguridad;658;5/3/2020;Marzo;21:15;Jueves;Lunes a Viernes;Nocturno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;Sin determinar;Sin determinar;Conductor;Automóvil
Ministerio de Seguridad;658;14/9/2020;Septiembre;07:30;Lunes;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / vehículo;Sin determinar;Sin determinar;Sin determinar;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;658;14/9/2020;Septiembre;07:30;Lunes;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / vehículo;Femenino;28;25 - 34  ;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Seguridad;274;20/4/2020;Abril;23:05;Lunes;Lunes a Viernes;Nocturno;Ruta Provincial;Colisión Vehículo / persona;Masculino;51;45 - 54  ;Peatón;No corresponde (peatón)
Ministerio de Seguridad;658;23/4/2020;Abril;19:15;Jueves;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;19;15 - 24  ;Conductor;Motocicleta
Ministerio de Seguridad;658;13/5/2020;Mayo;04:45;Miércoles;Lunes a Viernes;Nocturno;Ruta Nacional;Vuelco / despiste;Femenino;Sin determinar;Sin determinar;Acompañante;Automóvil
Ministerio de Seguridad;658;14/5/2020;Mayo;05:30;Jueves;Lunes a Viernes;Nocturno;Calle;Vuelco / despiste;Masculino;46;45 - 54  ;Acompañante;Motocicleta
Ministerio de Seguridad;658;17/5/2020;Mayo;08:25;Domingo;Fin de semana;Nocturno;Ruta Provincial;Colisión Vehículo / vehículo;Sin determinar;Sin determinar;Sin determinar;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Seguridad;274;30/5/2020;Mayo;19:30;Sábado;Fin de semana;Nocturno;Calle;Colisión Vehículo / persona;Femenino;80;75 y más;Peatón;No corresponde (peatón)
Ministerio de Seguridad;441;2/8/2020;Agosto;01:57;Domingo;Fin de semana;Nocturno;Calle;Sin determinar;Masculino;36;35 - 44  ;Conductor;Motocicleta
Ministerio de Seguridad;441;8/8/2020;Agosto;08:30;Sábado;Fin de semana;Diurno;Calle;Sin determinar;Masculino;42;35 - 44  ;Conductor;Motocicleta
Ministerio de Seguridad;274;9/8/2020;Agosto;21:10;Domingo;Fin de semana;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;35;35 - 44  ;Conductor;Motocicleta
Ministerio de Seguridad;035;9/8/2020;Agosto;19:15;Domingo;Fin de semana;Nocturno;Calle;Colisión Vehículo / persona;Femenino;48;45 - 54  ;Peatón;No corresponde (peatón)
Ministerio de Seguridad;679;19/8/2020;Agosto;16:50;Miércoles;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / vehículo;Masculino;45;45 - 54  ;Conductor;Automóvil
Ministerio de Seguridad;525;23/8/2020;Agosto;21:40;Domingo;Fin de semana;Nocturno;Calle;Colisión Vehículo / persona;Masculino;Sin determinar;Sin determinar;Peatón;No corresponde (peatón)
Ministerio de Seguridad;91;28/8/2020;Agosto;03:35;Viernes;Lunes a Viernes;Nocturno;Ruta Provincial;Colisión Vehículo / objeto;Masculino;35;35 - 44  ;Conductor;Automóvil
Ministerio de Seguridad;035;7/11/2020;Noviembre;20:45;Sábado;Fin de semana;Nocturno;Calle;Sin determinar;Masculino;24;15 - 24  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;Sin determinar;16/9/2020;Septiembre;23:05;Miércoles;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / persona;Femenino;62;55 - 64  ;Peatón;No corresponde (peatón)
Ministerio de Seguridad;035;7/11/2020;Noviembre;20:45;Sábado;Fin de semana;Nocturno;Calle;Sin determinar;Masculino;24;15 - 24  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;274;16/11/2020;Noviembre;08:15;Lunes;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / vehículo;Masculino;23;15 - 24  ;Conductor;Motocicleta
Ministerio de Seguridad;Sin determinar;25/9/2020;Septiembre;22:05;Viernes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / persona;Masculino;29;25 - 34  ;Peatón;No corresponde (peatón)
Ministerio de Seguridad;Sin determinar;26/9/2020;Septiembre;10:00;Sábado;Fin de semana;Diurno;Calle;Sin determinar;Femenino;49;45 - 54  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;658;2/10/2020;Octubre;11:20;Viernes;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / persona;Masculino;52;45 - 54  ;Peatón;No corresponde (peatón)
Ministerio de Seguridad;658;8/10/2020;Octubre;22:40;Jueves;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;50;45 - 54  ;Conductor;Motocicleta
Ministerio de Seguridad;658;16/10/2020;Octubre;10:20;Viernes;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / persona;Masculino;78;75 y más;Peatón;No corresponde (peatón)
