Origen de la base;Código de partido (Según INDEC);Fecha del hecho;Mes;Hora del hecho;Diurno/Nocturno;Edad agrupada;Sexo;Clase de Víctima;Vehículo Víctima;Tipo de Lugar;Modo de Producción del Hecho;
Ministerio de Seguridad;427;07/02/2017;2;15:20;Diurno;25 - 34;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;427;20/02/2017;2;06:15;Nocturno;15 - 24;Varón;Conductor;Automóvil;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;427;20/03/2017;3;03:55;Nocturno;Sin determinar;Varón;Sin determinar;Sin determinar;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;427;20/03/2017;3;03:55;Nocturno;Sin determinar;Varón;Sin determinar;Sin determinar;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;427;24/03/2017;3;06:20;Nocturno;25 - 34;Varón;Conductor;Motocicleta;Calle;Sin determinar;
Ministerio de Seguridad;427;02/04/2017;4;05:27;Nocturno;25 - 34;Varón;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;427;04/04/2017;4;10:15;Diurno;15 - 24;Mujer;Sin determinar;Sin determinar;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;427;11/04/2017;4;16:00;Diurno;65 - 74;Mujer;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;427;16/04/2017;4;07:10;Diurno;25 - 34;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;427;27/04/2017;4;20:00;Nocturno;25 - 34;Varón;Sin determinar;Sin determinar;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;427;30/04/2017;4;05:50;Nocturno;25 - 34;Varón;Sin determinar;Automóvil;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;427;28/04/2017;4;19:00;Diurno;15 - 24;Varón;Sin determinar;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;427;16/05/2017;5;08:39;Diurno;55 - 64;Mujer;Peatón;Peatón;Ruta Nacional;Colisión vehículo / persona;
Ministerio de Seguridad;427;20/05/2017;5;13:00;Diurno;15 - 24;Mujer;Conductor;Automóvil;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;427;30/05/2017;5;16:00;Diurno;5 - 14;Mujer;Sin determinar;Sin determinar;Calle;Sin determinar;
Ministerio de Seguridad;427;04/06/2017;6;10:00;Diurno;25 - 34;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / objeto;
Ministerio de Seguridad;427;09/06/2017;6;07:15;Diurno;65 - 74;Varón;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;427;25/06/2017;6;18:00;Diurno;15 - 24;Varón;Sin determinar;Sin determinar;Calle;Sin determinar;
Ministerio de Seguridad;427;04/07/2017;7;08:30;Diurno;65 - 74;Mujer;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;427;13/07/2017;7;20:40;Nocturno;Sin determinar;Varón;Sin determinar;Sin determinar;Autopista Nacional;Colisión vehículo / persona;
Ministerio de Seguridad;427;22/07/2017;7;06:30;Nocturno;Sin determinar;Varón;Conductor;Automóvil;Calle;Colisión vehículo / objeto;
Ministerio de Seguridad;427;20/07/2017;7;20:50;Nocturno;25 - 34;Varón;Acompañante;Camión;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;427;23/07/2017;7;08:10;Diurno;15 - 24;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;427;30/07/2017;7;16:00;Diurno;15 - 24;Varón;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;427;05/08/2017;8;21:30;Nocturno;Sin determinar;Varón;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;427;03/08/2017;8;13:05;Diurno;55 - 64;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;427;05/08/2017;8;20:00;Nocturno;15 - 24;Varón;Conductor;Automóvil;Ruta Nacional;Vuelco / despiste;
Ministerio de Seguridad;427;06/08/2017;8;15:00;Diurno;25 - 34;Varón;Sin determinar;Motocicleta;Calle;Sin determinar;
Ministerio de Seguridad;427;06/08/2017;8;03:30;Nocturno;15 - 24;Varón;Sin determinar;Sin determinar;Calle;Sin determinar;
Ministerio de Seguridad;427;14/08/2017;8;16:40;Diurno;Sin determinar;Varón;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;427;25/08/2017;8;23:00;Nocturno;25 - 34;Varón;Conductor;Motocicleta;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;427;01/09/2017;9;14:20;Diurno;Sin determinar;Varón;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;427;01/09/2017;9;16:00;Diurno;25 - 34;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;427;09/09/2017;9;12:00;Diurno;25 - 34;Varón;Acompañante;Motocicleta;Calle;Sin determinar;
Ministerio de Seguridad;427;08/09/2017;9;16:30;Diurno;15 - 24;Mujer;Sin determinar;Sin determinar;Calle;Sin determinar;
Ministerio de Seguridad;427;17/09/2017;9;16:00;Diurno;15 - 24;Mujer;Sin determinar;Sin determinar;Calle;Sin determinar;
Ministerio de Seguridad;427;16/09/2017;9;06:15;Nocturno;Sin determinar;Varón;Conductor;Automóvil;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;427;25/09/2017;9;16:00;Diurno;35 - 44;Varón;Sin determinar;Sin determinar;Calle;Sin determinar;
Ministerio de Seguridad;427;25/09/2017;9;03:00;Nocturno;Sin determinar;Varón;Conductor;Motocicleta;Calle;Sin determinar;
Ministerio de Seguridad;427;09/10/2017;10;15:00;Diurno;15 - 24;Mujer;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;427;14/10/2017;10;20:20;Nocturno;Sin determinar;Varón;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;427;20/10/2017;10;01:30;Nocturno;Sin determinar;Varón;Conductor;Colectivo;Calle;Colisión vehículo / objeto;
Ministerio de Seguridad;427;16/10/2017;10;18:00;Diurno;15 - 24;Varón;Conductor;Bicicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;427;24/10/2017;10;13:30;Diurno;55 - 64;Varón;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;427;10/11/2017;11;19:00;Diurno;Sin determinar;Varón;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;427;11/11/2017;11;15:00;Diurno;15 - 24;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;427;19/11/2017;11;13:00;Diurno;25 - 34;Varón;Sin determinar;Sin determinar;Calle;Sin determinar;
Ministerio de Seguridad;427;16/11/2017;11;15:20;Diurno;15 - 24;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / objeto;
Ministerio de Seguridad;427;22/11/2017;11;16:00;Diurno;25 - 34;Varón;Conductor;Sin determinar;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;427;06/12/2017;12;14:00;Diurno;35 - 44;Varón;Conductor;Motocicleta;Calle;Sin determinar;
Ministerio de Seguridad;427;09/12/2017;12;16:00;Diurno;45 - 54;Varón;Conductor;Sin determinar;Calle;Sin determinar;
Ministerio de Seguridad;427;25/12/2017;12;09:15;Diurno;25 - 34;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / objeto;
Ministerio de Seguridad;539;11/01/2017;1;11:28;Diurno;55 - 64;Varón;Conductor;Sin determinar;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;539;05/03/2017;3;21:00;Nocturno;0 - 4;Varón;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;539;04/04/2017;4;19:20;Nocturno;75 y más;Varón;Conductor;Bicicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;539;05/04/2017;4;17:45;Diurno;15 - 24;Varón;Acompañante;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;539;15/05/2017;5;01:10;Nocturno;Sin determinar;Varón;Acompañante;Automóvil;Ruta Provincial;Colisión vehículo / objeto;
Ministerio de Seguridad;329;08/05/2017;5;06:10;Nocturno;65 - 74;Varón;Acompañante;Automóvil;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;525;16/06/2017;6;10:45;Diurno;25 - 34;Varón;Conductor;Automóvil;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;329;29/06/2017;6;06:05;Nocturno;15 - 24;Varón;Conductor;Bicicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;539;15/07/2017;7;12:15;Diurno;35 - 44;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;539;23/07/2017;7;06:55;Nocturno;15 - 24;Varón;Sin determinar;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;539;23/07/2017;7;06:55;Nocturno;5 - 14;Varón;Sin determinar;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;539;24/07/2017;7;03:50;Nocturno;25 - 34;Varón;Pasajero;Colectivo;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;539;24/07/2017;7;03:50;Nocturno;25 - 34;Mujer;Pasajero;Colectivo;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;539;25/07/2017;7;05:20;Nocturno;15 - 24;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;329;03/08/2017;8;20:30;Nocturno;65 - 74;Mujer;Acompañante;Camioneta;Ruta Provincial;Vuelco / despiste;
Ministerio de Seguridad;539;31/08/2017;8;05:00;Nocturno;35 - 44;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;539;01/09/2017;9;15:40;Diurno;25 - 34;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / objeto;
Ministerio de Seguridad;539;03/09/2017;9;05:00;Nocturno;35 - 44;Varón;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;539;11/09/2017;9;17:40;Diurno;25 - 34;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;539;16/09/2017;9;12:40;Diurno;25 - 34;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;329;24/09/2017;9;07:30;Diurno;35 - 44;Varón;Conductor;Automóvil;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;539;26/09/2017;9;04:45;Nocturno;55 - 64;Mujer;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;539;08/10/2017;10;02:00;Nocturno;15 - 24;Mujer;Acompañante;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;539;08/10/2017;10;21:10;Nocturno;25 - 34;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;539;11/10/2017;10;21:00;Nocturno;45 - 54;Mujer;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;525;17/10/2017;10;01:20;Nocturno;Sin determinar;Varón;Conductor;Motocicleta;Calle;Vuelco / despiste;
Ministerio de Seguridad;539;22/10/2017;10;23:30;Nocturno;15 - 24;Varón;Sin determinar;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;539;22/10/2017;10;23:30;Nocturno;15 - 24;Mujer;Sin determinar;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;539;08/11/2017;11;06:00;Nocturno;65 - 74;Varón;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;539;20/11/2017;11;22:50;Nocturno;45 - 54;Varón;Conductor;Automóvil;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;539;26/11/2017;11;13:20;Diurno;45 - 54;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / objeto;
Ministerio de Seguridad;329;26/11/2017;11;19:50;Nocturno;35 - 44;Varón;Conductor;Motocicleta;Calle;Vuelco / despiste;
Ministerio de Seguridad;525;26/12/2017;12;23:45;Nocturno;15 - 24;Mujer;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;525;26/12/2017;12;23:45;Nocturno;15 - 24;Mujer;Acompañante;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;270;03/02/2017;2;00:40;Nocturno;Sin determinar;Varón;Peatón;Peatón;Ruta Nacional;Colisión vehículo / persona;
Ministerio de Seguridad;028;06/02/2017;2;17:45;Diurno;25 - 34;Varón;Acompañante;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;270;01/03/2017;3;20:00;Nocturno;25 - 34;Mujer;Acompañante;Automóvil;Autopista Provincial;Vuelco / despiste;
Ministerio de Seguridad;260;02/03/2017;3;09:00;Diurno;Sin determinar;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;028;04/04/2017;4;01:00;Nocturno;Sin determinar;Varón;Conductor;Automóvil;Calle;Sin determinar;
Ministerio de Seguridad;028;08/04/2017;4;05:20;Nocturno;15 - 24;Varón;Sin determinar;Sin determinar;Calle;Sin determinar;
Ministerio de Seguridad;028;11/04/2017;4;21:00;Nocturno;15 - 24;Varón;Conductor;Motocicleta;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;270;28/05/2017;5;08:30;Diurno;15 - 24;Varón;Conductor;Motocicleta;Autopista Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;260;04/06/2017;6;16:30;Diurno;45 - 54;Varón;Sin determinar;Sin determinar;Calle;Sin determinar;
Ministerio de Seguridad;270;13/06/2017;6;06:45;Nocturno;25 - 34;Varón;Pasajero;Colectivo;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;260;21/06/2017;6;04:30;Nocturno;25 - 34;Varón;Conductor;Automóvil;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;270;02/07/2017;7;18:30;Diurno;45 - 54;Varón;Sin determinar;Motocicleta;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;028;10/07/2017;7;09:30;Diurno;35 - 44;Mujer;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;270;09/07/2017;7;10:00;Diurno;15 - 24;Varón;Conductor;Automóvil;Autopista Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;270;11/07/2017;7;11:45;Diurno;25 - 34;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;028;17/07/2017;7;22:20;Nocturno;45 - 54;Mujer;Conductor;Bicicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;028;21/07/2017;7;21:30;Nocturno;45 - 54;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;028;01/08/2017;8;10:00;Diurno;75 y más;Mujer;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;028;03/08/2017;8;08:00;Diurno;15 - 24;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;270;03/08/2017;8;07:20;Diurno;25 - 34;Varón;Sin determinar;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;028;12/08/2017;8;02:44;Nocturno;35 - 44;Mujer;Sin determinar;Sin determinar;Calle;Sin determinar;
Ministerio de Seguridad;028;29/08/2017;8;17:10;Diurno;75 y más;Varón;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;270;16/09/2017;9;05:40;Nocturno;25 - 34;Varón;Conductor;Sin determinar;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;028;29/09/2017;9;06:40;Nocturno;15 - 24;Mujer;Acompañante;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;028;30/09/2017;9;21:00;Nocturno;55 - 64;Varón;Conductor;Otro;Calle;Vuelco / despiste;
Ministerio de Seguridad;260;07/10/2017;10;06:45;Nocturno;15 - 24;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;270;07/10/2017;10;06:30;Nocturno;25 - 34;Mujer;Sin determinar;Sin determinar;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;270;15/10/2017;10;17:30;Diurno;15 - 24;Varón;Sin determinar;Sin determinar;Calle;Sin determinar;
Ministerio de Seguridad;028;16/10/2017;10;00:35;Nocturno;45 - 54;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;028;28/10/2017;10;08:15;Diurno;45 - 54;Mujer;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;028;01/11/2017;11;22:00;Nocturno;15 - 24;Varón;Sin determinar;Sin determinar;Calle;Sin determinar;
Ministerio de Seguridad;260;01/11/2017;11;00:00;Nocturno;5 - 14;Mujer;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;260;13/11/2017;11;06:00;Nocturno;55 - 64;Varón;Peatón;Peatón;Autopista Provincial;Colisión vehículo / persona;
Ministerio de Seguridad;028;15/11/2017;11;09:55;Diurno;35 - 44;Varón;Sin determinar;Sin determinar;Calle;Sin determinar;
Ministerio de Seguridad;028;17/11/2017;11;16:00;Diurno;35 - 44;Varón;Sin determinar;Sin determinar;Calle;Sin determinar;
Ministerio de Seguridad;260;20/11/2017;11;03:45;Nocturno;15 - 24;Varón;Acompañante;Automóvil;Calle;Colisión vehículo / objeto;
Ministerio de Seguridad;028;23/12/2017;12;02:00;Nocturno;15 - 24;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;490;02/01/2017;1;12:00;Diurno;15 - 24;Varón;Conductor;Sin determinar;Calle;Sin determinar;
Ministerio de Seguridad;490;08/01/2017;1;07:30;Diurno;25 - 34;Varón;Conductor;Sin determinar;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;490;10/01/2017;1;21:10;Nocturno;25 - 34;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;035;26/01/2017;1;17:00;Diurno;55 - 64;Varón;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;490;03/02/2017;2;19:00;Diurno;15 - 24;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;490;11/02/2017;2;15:00;Diurno;45 - 54;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;490;18/02/2017;2;05:50;Nocturno;25 - 34;Mujer;Peatón;Peatón;Sin determinar;Colisión vehículo / persona;
Ministerio de Seguridad;035;20/02/2017;2;06:30;Nocturno;Sin determinar;Varón;Acompañante;Automóvil;Autopista Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;035;10/03/2017;3;11:00;Diurno;15 - 24;Varón;Conductor;Motocicleta;Calle;Sin determinar;
Ministerio de Seguridad;490;13/03/2017;3;15:30;Diurno;25 - 34;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;490;17/03/2017;3;19:05;Nocturno;15 - 24;Varón;Conductor;Sin determinar;Calle;Sin determinar;
Ministerio de Seguridad;490;26/03/2017;3;07:10;Diurno;15 - 24;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;434;12/04/2017;4;19:05;Nocturno;15 - 24;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;490;13/04/2017;4;23:00;Nocturno;35 - 44;Varón;Conductor;Automóvil;Calle;Colisión vehículo / objeto;
Ministerio de Seguridad;434;13/04/2017;4;15:05;Diurno;65 - 74;Varón;Conductor;Automóvil;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;035;16/04/2017;4;16:50;Diurno;45 - 54;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;035;17/04/2017;4;21:45;Nocturno;15 - 24;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / objeto;
Ministerio de Seguridad;434;05/05/2017;5;17:45;Diurno;75 y más;Varón;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;434;16/05/2017;5;04:20;Nocturno;55 - 64;Varón;Conductor;Automóvil;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;434;19/05/2017;5;19:40;Nocturno;45 - 54;Varón;Conductor;Automóvil;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;035;25/05/2017;5;19:20;Nocturno;45 - 54;Varón;Conductor;Automóvil;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;490;30/05/2017;5;09:30;Diurno;25 - 34;Varón;Conductor;Bicicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;490;02/06/2017;6;10:00;Diurno;15 - 24;Varón;Conductor;Automóvil;Calle;Colisión vehículo / objeto;
Ministerio de Seguridad;490;11/06/2017;6;19:00;Diurno;Sin determinar;Varón;Acompañante;Automóvil;Calle;Colisión vehículo / objeto;
Ministerio de Seguridad;490;11/06/2017;6;19:00;Diurno;65 - 74;Mujer;Acompañante;Automóvil;Calle;Colisión vehículo / objeto;
Ministerio de Seguridad;490;11/06/2017;6;19:00;Diurno;65 - 74;Varón;Acompañante;Automóvil;Calle;Colisión vehículo / objeto;
Ministerio de Seguridad;490;07/06/2017;6;08:30;Diurno;15 - 24;Varón;Sin determinar;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;490;03/07/2017;7;00:00;Nocturno;55 - 64;Mujer;Sin determinar;Sin determinar;Calle;Sin determinar;
Ministerio de Seguridad;434;03/07/2017;7;20:20;Nocturno;25 - 34;Mujer;Sin determinar;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;490;14/07/2017;7;19:00;Diurno;Sin determinar;Mujer;Peatón;Peatón;Calle;Colisión vehículo / persona;
